customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,churned
1257-FUKOI,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,54.27,597.79,1
3425-DWXNV,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),103.95,3693.13,1
6402-UQMHL,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,118.14,6666.64,1
6099-LBJWI,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),115.68,6059.82,1
4456-DWNPY,Male,1,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),85.06,2785.12,0
8649-FCTSM,Female,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,59.25,3353.49,0
5112-NVKPK,Female,0,No,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),55.79,621.87,1
5977-BWUHN,Female,1,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.47,31.74,1
8329-MJHGM,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,106.67,761.93,0
9921-XSXOV,Male,0,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,110.02,2706.92,0
7657-VESAG,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),38.83,2713.82,0
1256-GQYFT,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,53.9,1417.94,1
7867-OMLUB,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.15,786.56,1
5379-DJKUF,Female,0,No,No,59,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,48.03,2831.39,0
5324-FDFRM,Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),54.08,3775.43,0
9310-CJDYO,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,65.0,1405.05,0
7539-OUYZZ,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),55.07,1001.4,1
3441-LZVHU,Male,0,No,No,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),29.08,775.86,1
6794-GRCOB,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,92.23,3618.36,1
8391-OMXTJ,Male,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),34.28,164.37,1
2399-XXXHP,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.42,6889.74,0
8864-PBIHK,Female,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),51.1,813.46,0
9921-AUKRZ,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,44.08,531.73,1
6684-OXIIA,Male,0,No,No,66,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,90.46,6023.15,1
3758-LXJSP,Male,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,96.79,6767.76,1
9229-KSYSR,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.79,804.4,0
4576-OPNHH,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,109.99,1127.53,1
3923-BUTYL,Male,1,No,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,85.74,4162.52,0
9422-FUDUI,Male,0,No,Yes,62,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,31.1,1915.21,1
6444-JOHWD,Male,1,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,32.75,1650.31,1
7405-MSJOC,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),40.97,0,0
8857-NCKJQ,Female,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),97.81,4735.95,0
4960-BMSEP,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,113.43,6860.3,1
1201-LTMUP,Male,1,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),96.9,2462.1,1
8545-AVIPS,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),20.51,114.97,1
9622-RVLNC,Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,33.13,1535.13,0
8523-FPMLV,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,72.09,3038.61,0
2665-MCMYB,Male,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,76.84,3704.87,0
1136-TAMBO,Male,1,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),103.52,4480.36,1
9760-YPKOF,Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,54.85,1829.25,0
3061-FSEKD,Female,0,No,No,66,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,105.86,6948.78,0
5313-IIQHO,Female,0,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),34.26,2244.83,1
1259-ZTRIU,Female,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,37.81,932.36,1
3280-UXDUG,Male,0,Yes,No,3,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,47.2,46.0,1
9572-WHUAI,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),42.98,2385.63,1
3648-WLFME,Male,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,97.88,6281.19,1
3932-SZAVX,Male,0,No,No,21,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.73,1053.79,1
5983-ZHZOS,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.45,821.44,0
3569-XPKLP,Female,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),70.8,1417.79,1
2103-TCIHJ,Male,1,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,30.91,1694.1,1
5561-MMOMP,Female,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),102.0,1331.48,0
6722-SJLNF,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,51.9,3584.1,0
9215-IGFVA,Female,1,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,68.42,2911.97,0
6630-EKELC,Male,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,108.15,3827.97,0
5661-BZBVL,Female,0,No,Yes,30,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,58.95,1978.88,1
2281-IPYON,Female,1,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.82,425.9,0
9947-DDKUX,Male,1,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,106.27,2629.73,0
6978-EBOKX,Female,0,No,Yes,38,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,32.01,1106.3,0
6680-POWCT,Female,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.68,4064.98,1
3012-MPWLQ,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),63.0,1707.11,1
6615-IFSWM,Male,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.57,3930.26,0
8623-LIVDM,Female,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),28.55,1592.73,0
1996-XZRUN,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,93.79,2312.83,1
5984-BOHPC,Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,80.02,3656.64,1
3519-TTWED,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),40.95,0,1
9715-SOYME,Male,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,62.26,2621.31,1
1715-SBGWE,Male,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,105.62,6721.41,1
1211-KRRGJ,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,72.97,4576.67,0
4222-TNTTK,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.61,432.02,0
5929-MMIQO,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.09,6340.59,1
6813-ZWUVV,Female,0,Yes,Yes,57,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),30.62,1714.94,0
8160-JTLET,Male,0,Yes,No,42,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),53.91,2340.95,0
3921-FUTFL,Male,0,Yes,No,54,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,28.7,1434.64,0
3228-SBMVT,Male,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),58.43,2597.42,0
2996-ZCNHI,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.36,7185.28,1
7862-WRHKE,Male,0,Yes,No,70,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.37,6770.01,0
6310-OOZGU,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),110.81,1135.04,1
1063-RLLDK,Male,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),73.07,4879.82,0
1436-FUJOA,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,84.85,1029.61,1
5094-CYKRJ,Female,0,Yes,No,4,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.5,349.3,1
2076-IGKHB,Male,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),23.08,1220.79,1
1548-IAQJH,Male,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),79.83,1759.37,1
1913-YJIDB,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,66.04,2622.45,1
5306-JQCUS,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),54.76,630.86,1
2522-ZVSSO,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,34.23,607.28,0
3456-RQJXN,Female,0,No,No,50,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,30.77,1364.78,0
4314-WRKKL,Female,0,No,Yes,31,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,69.74,2290.08,1
8591-PYXHX,Female,0,Yes,No,44,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.05,1588.95,1
4597-WRXUV,Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,94.42,3018.89,1
8651-QMECI,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),96.81,4097.86,0
3771-ZRTSS,Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,47.4,172.4,1
6839-AEXOZ,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.97,1227.31,1
3648-ANRRF,Male,1,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.37,1122.93,0
2050-QROLM,Male,0,No,No,54,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.55,5978.96,1
6043-BDCSY,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,81.89,2908.1,1
6963-LJYAE,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),54.22,1633.02,1
8923-KINCE,Female,0,No,No,9,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,74.29,546.3,1
7327-ZUIRF,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,53.66,1928.42,0
5628-YGPHW,Male,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),26.26,1236.12,1
6049-EKUMT,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,44.75,330.07,1
7797-IJJJZ,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,19.06,752.09,0
5018-KKCSX,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),96.8,6031.88,1
1459-ONCTM,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,116.6,6409.29,0
3801-PFJQQ,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,49.23,1810.43,0
2678-AGYJG,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,91.15,3869.0,0
3926-XPWNC,Female,0,No,Yes,11,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.4,867.37,1
8410-LSRNT,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,20.17,107.95,1
6814-ICZWL,Male,0,Yes,Yes,5,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,117.4,623.67,1
4998-TQEHS,Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,116.17,4590.69,0
5547-OSOZN,Female,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,108.75,5117.2,1
1051-KBSCD,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.13,1184.2,1
2674-MRRSL,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,31.66,116.25,1
8792-CACDF,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),50.11,3595.14,1
3712-HMDFK,Male,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,93.17,2424.13,1
5352-HVBHT,Male,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),66.75,1125.16,0
9355-QGJEJ,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.53,7368.54,1
5459-UTFAC,Male,0,No,No,26,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,19.99,570.82,0
1698-GKXLI,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),116.08,8365.59,1
4491-BBQUB,Female,1,Yes,No,45,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,115.72,5182.36,0
2891-YKSXZ,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.0,5435.26,1
7645-ZURSX,Female,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),69.74,2669.49,1
2646-LYKWA,Male,0,No,No,16,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.54,856.88,1
7095-MFWFJ,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,115.47,3686.6,0
8713-YCFPF,Male,0,No,Yes,35,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.29,3017.07,0
8543-MDOFA,Female,0,No,No,64,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.97,5974.59,1
1104-LYWKM,Male,0,No,No,64,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,100.44,6454.35,1
8904-SUDEW,Male,0,Yes,No,15,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),105.77,1508.17,0
6156-SCKBV,Female,0,No,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,69.15,2795.98,0
4501-FSAGB,Male,0,Yes,Yes,50,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,115.56,5940.96,1
2591-SAZIU,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.1,1476.31,1
6978-FZCTX,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,98.65,2896.99,1
6209-TFCJL,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,30.96,861.1,0
6728-VPQJL,Female,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),55.57,3582.82,0
6627-HWHJJ,Female,1,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),63.3,1287.37,0
3097-JGDAK,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),74.51,3019.51,0
5434-EZHBB,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,25.69,1557.37,0
6289-MANBD,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,58.34,95.1,1
4611-SADKM,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),49.81,805.47,0
2274-RJEAN,Female,1,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,65.12,446.85,1
5983-ZRCCD,Female,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,92.45,4938.94,1
4206-MICQO,Female,0,Yes,No,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),33.43,445.43,1
6178-JOAVU,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,87.62,2060.6,1
8305-GGCGI,Female,1,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.41,3804.27,1
9423-CZEMM,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.25,0,1
6799-RGJJW,Female,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),59.03,4098.36,1
1715-MHQXN,Female,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,105.31,1499.16,1
6192-TJIAX,Male,1,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),24.87,667.73,1
9610-KGRMW,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,76.59,3987.76,1
2944-RPXPU,Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,92.95,1188.34,1
1393-IHSCZ,Female,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),81.67,4634.91,1
9823-IBSHR,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,72.61,2075.03,0
4111-EFJOD,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.46,1597.03,1
4351-IPPOX,Female,1,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),54.12,172.12,0
4176-QULWH,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,61.32,1740.2,0
2229-RLNTW,Male,0,No,No,50,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,57.58,2827.56,0
1452-AMNBP,Female,0,No,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,77.16,3193.06,0
8317-ALSVV,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,108.24,7283.16,1
1182-JLSPQ,Female,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,66.22,807.47,0
1524-GCEDO,Male,1,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),59.32,325.91,1
5432-LWNDQ,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.12,174.99,1
8850-FDMTO,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.21,1382.62,1
9849-QSJEL,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),109.02,7788.47,1
3422-DHTVQ,Female,1,Yes,Yes,69,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),95.21,6544.87,1
7909-FPZEN,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.68,1686.6,1
9033-QFKBY,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),39.25,531.72,1
1256-EHDSE,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,83.24,157.44,1
5599-PVRKQ,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),115.84,885.88,1
9674-RDSIE,Male,1,No,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),107.2,1883.59,1
9419-PJIPT,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.88,1768.37,0
